feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
593,Flower center stamen and pistil,0.92,False,1.0,1.0,,All highlighted regions consistently mark the dark central reproductive structures (stamens/pistils) at the heart of various flower blooms.
626,leafy green plant foliage,0.92,False,1.0,1.0,,The feature consistently highlights dense clusters of bright green leaves characteristic of leafy vegetables or green plants viewed from above.
663,Snow and ice covered surfaces,0.92,False,1.0,1.0,,"The feature consistently fires on snowy, icy, and frozen ground surfaces across diverse winter scenes."
632,Flower center stamen and pistil,0.92,False,1.0,1.0,,"The red highlights consistently mark the central reproductive structures of flowers, particularly the prominent stamens and pistils regardless of petal color or shape."
659,baseball player legs and lower body,0.85,False,1.0,1.0,,"The red highlights consistently mark the legs, pants, and lower torso of baseball players in batting, running, or standing positions."
638,suit pants legs and lower torso,0.92,False,1.0,1.0,,"The feature consistently highlights the lower portion of formal business suits, specifically the pants legs and waistline area across various individuals in formal attire."
655,forest ground floor vegetation,0.85,False,1.0,1.0,,"The feature consistently highlights low-lying ground level areas in forests, including moss, leaf litter, undergrowth, and forest floor details."
671,Lower leg and ankle region of pants,0.95,False,1.0,1.0,,"The feature consistently activates on the lower leg/ankle area of trousers, focusing on the bottom cuff or hemline region across all garment types and colors."
665,Illuminated analog gauge needles,0.85,False,1.0,1.0,,"The feature consistently fires on bright, glowing pointer needles in dashboard instruments like speedometers, tachometers, and fuel gauges."
674,Bottle neck and cap area,0.85,False,1.0,1.0,,"The feature consistently highlights the upper portion of alcohol bottles, focusing on the neck, cap, seal, or top rim where bottles are sealed or opened."
718,Neck and upper chest skin,0.85,False,1.0,1.0,,"The red highlights consistently mark the neck and décolletage area, focusing on exposed skin in this specific region across diverse faces and lighting conditions."
691,variegated striped leaf pattern,0.92,False,1.0,1.0,,Feature consistently detects longitudinal white or pale stripes running through grass and ornamental plant foliage.
679,stair railings and balusters,0.92,False,1.0,1.0,,"The feature consistently highlights vertical wooden or metal railings that run along staircases, particularly the balusters and handrails that form protective barriers on stairs."
522,Red meat sauce or ground meat,0.92,False,1.0,1.0,,The feature consistently fires on red/burgundy colored meat-based sauces and ground meat toppings on pasta dishes.
682,Vehicle front bumper and lower grille,0.92,False,1.0,1.0,,"The red highlights consistently mark the front bumper area and lower front section of vehicles, including grille, fog lights, and bumper trim regions."
719,clustered flowering plant umbels,0.92,False,1.0,1.0,,"The feature consistently activates on dense, umbrella-shaped flower clusters characteristic of Apiaceae family plants (fennel, dill, parsley, Queen Anne's lace) and similar flowering structures."
752,product label text and branding,0.87,False,1.0,1.0,,"The feature consistently activates on printed text regions, product names, and brand labeling areas across diverse supplement and skincare products."
773,Tree trunk radial growth rings,0.92,False,1.0,1.0,,The feature consistently highlights the concentric circular patterns of annual growth rings visible on cross-sections of tree trunks and logs.
843,round orange citrus fruits,0.95,False,1.0,1.0,,"The feature consistently fires on spherical orange-colored produce, primarily oranges and similar citrus fruits displayed in various market and retail contexts."
849,tripod head and pan-tilt mechanism,0.92,False,1.0,1.0,,The red highlights consistently mark the top portion of tripods where the camera mount head and adjustment mechanisms are located.
811,Tripod table feet legs,0.92,False,1.0,1.0,,"The feature consistently activates on the three-legged feet/base structure of pedestal tables, which is the distinctive support element across all highlighted regions."
700,Small clustered flower blooms,0.92,False,1.0,1.0,,"The feature consistently highlights dense clusters of small, round flower blossoms in various colors (pink, white, yellow, purple), typically in compact floral arrangements."
834,corn kernels,0.98,False,1.0,1.0,,"The feature consistently activates on individual corn kernels, whether in corn cobs, cooked corn dishes, or corn-based foods."
861,flower petals and blooms,0.95,False,1.0,1.0,,The feature consistently activates on densely packed flower petals and blooms across diverse flower types and colors.
865,Wine bottle label text and typography,0.85,False,1.0,1.0,,"The feature consistently fires on the upper portion of wine bottle labels where text, brand names, and typography are prominently displayed."
883,Butterfly wings,0.92,False,1.0,1.0,,"The feature consistently fires on butterfly wings across diverse species and colors, capturing the distinctive scaled wing patterns and structures."
921,flower stamen and reproductive center,0.92,False,1.0,1.0,,The red highlights consistently mark the central stamen clusters and reproductive organs at the heart of various flower types.
871,Spiky seed pod or thistle head,0.95,False,1.0,1.0,,"The feature consistently activates on the dense, spiky spherical or oval seed heads characteristic of teasel and thistle plants, highlighting their distinctive prickly texture and form."
785,Circular metal manhole cover edge,0.85,False,1.0,1.0,,The feature consistently highlights the raised circular rim and beveled edge characteristic of utility access covers like water meters and sewer lids.
922,Fish belly or underside,0.92,False,1.0,1.0,,"The feature consistently highlights the pale, light-colored ventral (belly) side of caught fish being held by fishermen."
911,Dense green foliage canopy,0.85,False,1.0,1.0,,"The feature consistently highlights areas of thick, leafy vegetation covering landscapes, from forest canopies to tree clusters."
920,Fine feathery leaf structures,0.85,False,1.0,1.0,,"The feature consistently activates on delicate, finely-divided foliage with thin elongated leaflets arranged in feather-like or fern-like patterns, particularly on plants like palms, ferns, and similar compound-leaved vegetation."
928,Small clustered flowers in bloom,0.92,False,1.0,1.0,,"The feature consistently activates on dense clusters of small, delicate flowers (phlox, verbena, and similar flowering plants) with tightly packed petals in purple, pink, and white tones."
943,Tank turret and gun barrel,0.92,False,1.0,1.0,,The feature consistently highlights the rotating turret structure and main cannon/gun barrel mounted on top of military tanks across all examples.
958,Flower centers with radial stripes,0.92,False,1.0,1.0,,"The feature consistently highlights the central disk of flowers, particularly the radiating yellow/orange striped or gradient pattern at the flower's center."
977,Bottle neck and stopper area,0.85,False,1.0,1.0,,"The red highlights consistently mark the top portion of whiskey/spirit bottles, focusing on the neck, cap, and stopper regions across all examples."
1017,Sun at horizon during sunset,0.95,False,1.0,1.0,,All highlighted regions consistently capture the sun or its bright reflection at or near the horizon during golden hour/sunset conditions.
1077,Fine linear leaf structures radiating outward,0.92,False,1.0,1.0,,"The feature consistently highlights thin, elongated leaves arranged in radiating or clustered patterns, characteristic of plants with needle-like or strap-like foliage."
909,fuzzy hairy plant pods,0.92,False,1.0,1.0,,All highlighted regions show distinctive fuzzy or hairy textured seed pods/fruits with fine hair-like projections on their surface.
1034,grass seed heads and flowering spikes,0.92,False,1.0,1.0,,"The feature consistently activates on upright, elongated flowering or seeding structures characteristic of grasses and grass-like plants with visible inflorescences."
1096,flower stamens and reproductive centers,0.92,False,1.0,1.0,,"The red highlights consistently mark the central reproductive structures (stamens, anthers, pistils) of flowers, which appear as delicate radiating filaments in the flower centers."
1106,kitchen utensil handles,0.85,False,1.0,1.0,,"The feature consistently highlights the handles of cooking utensils (spoons, forks, spatulas, whisks) across various utensil types and contexts."
1047,Bridge support pillars and piers,0.92,False,1.0,1.0,,The feature consistently highlights the vertical concrete or stone support structures (pillars/piers) that hold up bridges over water.
1123,Aircraft landing gear and wheels,0.95,False,1.0,1.0,,"The red highlights consistently mark the landing gear assemblies, wheels, and undercarriage areas of various aircraft during landing or takeoff."
1085,Tank end caps and circular openings,0.85,False,1.0,1.0,,"The red highlights consistently mark the circular end caps, valve covers, or access openings at the ends of cylindrical storage tanks and tanker trailers."
1121,Helicopter rotor blades,0.95,False,1.0,1.0,,The red highlights consistently mark the top rotor blade assembly present on all helicopter variants shown.
1144,children's faces,0.92,False,1.0,1.0,,"The feature consistently highlights the faces of young children across diverse contexts, focusing on their facial regions."
1064,Small granular spherical particles,0.92,False,1.0,1.0,,"All highlighted regions show aggregations of small round pellets, beads, or grain-like structures with visible individual spherical elements."
1149,shoe toe box area,0.92,False,1.0,1.0,,The red highlights consistently mark the front toe region and vamp area of various shoe types across all 16 examples.
1148,bird head and neck region,0.92,False,1.0,1.0,,"The red highlights consistently mark the head, neck, and upper body area of perched birds across all images."
1160,Double or ruffled flower petals,0.87,False,1.0,1.0,,"The feature consistently highlights areas with densely layered, doubled, or ruffled petals characteristic of ornamental flowering plants like camellias and peonies."
1131,Linear parallel striations or ridges,0.92,False,1.0,1.0,,"The feature consistently fires on elongated, parallel line patterns visible on various vegetables (beans, okra, corn) and produce with prominent ribbed or ridged surface textures."
1181,Leaf veins and venation patterns,0.92,False,1.0,1.0,,The feature consistently highlights the visible vein networks and venation structure across diverse leaf types and species.
1082,Powdered sugar dusting on food,0.95,False,1.0,1.0,,The feature consistently activates on white powdered sugar coating applied to the surface of baked goods and desserts across all montage tiles.
1163,Bus front grille/radiator area,0.85,False,1.0,1.0,,"The highlighted regions consistently mark the lower front section of buses where the radiator grille, headlights, and front bumper area are located."
1211,Leaf veins and vein structure,0.85,False,1.0,1.0,,"The highlighted regions consistently show the visible venation patterns and vein networks on plant leaves, particularly the central vein and branching secondary veins."
1205,leaf vein patterns and texture,0.92,False,1.0,1.0,,The feature consistently highlights the detailed venation and textured surface patterns visible on leaf surfaces across various plant types.
1236,Open water column and pelagic fish schools,0.85,False,1.0,1.0,,The feature consistently highlights mid-water regions containing schooling fish swimming in the open blue water column away from reef/substrate.
1215,Insect head and thorax region,0.92,False,1.0,1.0,,"The feature consistently highlights the anterior body section of flying insects (wasps, bees, flies), specifically the head and thorax area where compound eyes and body striping are visible."
1224,dense tree canopy foliage,0.92,False,1.0,1.0,,"The feature consistently highlights thick, leafy tree crowns and dense green vegetation overhead, regardless of whether trees are isolated, in groups, or along waterways."
1248,sock cuff or top edge,0.92,False,1.0,1.0,,"The feature consistently activates on the upper rim or cuff region of socks, where the sock transitions from the leg opening."
1269,flower petals clustered densely,0.92,False,1.0,1.0,,"The feature activates on tightly packed, overlapping flower petals forming full, layered blooms across various colors and flower types."
1304,Tulip flower blooms,0.95,False,1.0,1.0,,All highlighted regions consistently show the distinctive cup-shaped petals and smooth surfaces characteristic of tulip flowers across various colors and angles.
1298,Upper thigh and hip region,0.92,False,1.0,1.0,,"The feature consistently highlights the upper leg/thigh area where it meets the hip, regardless of clothing type, skin tone, or pose."
1262,ice cream cone waffle structure,0.92,False,1.0,1.0,,"The feature consistently activates on the textured waffle/cone portion of ice cream cones, specifically the criss-cross lattice pattern of the edible cone container."
1319,infant baby held in arms,0.95,False,1.0,1.0,,All highlighted regions consistently show babies or infants being cradled and held by adults in close contact.
1323,Reflective spherical bubble surfaces,0.92,False,1.0,1.0,,"The feature consistently fires on the curved, reflective surfaces of soap bubbles and similar transparent spheres that create distorted reflections and refractions."
1285,Fern fronds and leaflet patterns,0.92,False,1.0,1.0,,"The feature consistently fires on the characteristic feathery, pinnate leaf structure of ferns with repeating leaflets arranged along a central rachis."
1310,Dense vertical spike flower inflorescence,0.92,False,1.0,1.0,,"The feature consistently highlights tall, columnar flower spikes with densely packed small flowers arranged vertically, characteristic of plants like liatris or similar spike-form inflorescences."
1332,liquid surface of beverages,0.92,False,1.0,1.0,,"The feature consistently highlights the top surface/meniscus of drinks in glasses, capturing the reflective liquid interface across various cocktails and beverages."
1325,thistle flower spiky center disk,0.92,False,1.0,1.0,,"The feature consistently fires on the dense, spiky central disk florets of thistle flowers, regardless of petal color or background."
1352,Text blocks and typography on book covers,0.85,False,1.0,1.0,,"The feature consistently highlights rectangular areas containing printed text, titles, and typographic elements on book covers and spines."
1388,mouth and lower face region,0.92,False,1.0,1.0,,"The feature consistently activates on the mouth area and surrounding lower facial region across all examples, capturing lips and jaw."
1345,lips and mouth regions,0.95,False,1.0,1.0,,"The feature consistently fires on the lip area and mouth region across all 16 diverse facial images, capturing this specific facial feature regardless of age, skin tone, or image style."
1384,Open water surface,0.85,False,1.0,1.0,,"The feature consistently activates on large expanses of calm or rippled water without land obstruction, typically in the open ocean or sea."
1408,Rocky shorelines and boulders,0.92,False,1.0,1.0,,"The feature consistently activates on rocky/boulder-strewn coastlines and beach areas, detecting large rocks and stone formations at water's edge."
1398,Elongated seed or grain texture,0.85,False,1.0,1.0,,"The feature consistently highlights long, narrow seeds, grains, and legumes with distinctive linear striations or ridged surface patterns."
1410,Wine bottle labels and text,0.85,False,1.0,1.0,,"The feature consistently highlights the label regions on wine bottles where text, branding, and design elements are concentrated."
1403,flower stamen and anther cluster,0.92,False,1.0,1.0,,"The feature consistently highlights the central reproductive structures (stamens and anthers) of flowers, which appear as dark filaments arranged around the flower's center."
1369,Flower petals and blooms,0.95,False,1.0,1.0,,The feature consistently activates on the colorful petals of open flowers across various species and colors.
1462,Ring or circular metal band,0.92,False,1.0,1.0,,"All highlighted regions mark the interior center or void space of various circular rings, bangles, and circular metal objects."
1399,Water-land horizon interface,0.85,False,1.0,1.0,,"The feature consistently fires at the boundary where water meets land or shore, capturing the linear transition between aquatic and terrestrial environments."
1467,Glass window panes and grids,0.92,False,1.0,1.0,,The feature consistently highlights the rectangular glass windows and their geometric grid patterns across all telephone booth images.
1466,Jump obstacles in equestrian events,0.92,False,1.0,1.0,,The feature consistently highlights colorful wooden or painted jump fences/obstacles that horses leap over during show jumping competitions.
1468,transparent glass beverage containers,0.92,False,1.0,1.0,,"The feature consistently highlights clear or translucent glass vessels holding various liquids, focusing on the transparent container itself as the defining visual element."
1463,seed cavities and internal fruit structure,0.92,False,1.0,1.0,,"All highlighted regions show the internal chambered structures containing seeds that are characteristic of melons, squash, and pumpkins."
1436,Flower stamens and reproductive centers,0.85,False,1.0,1.0,,"The red highlights consistently mark the central reproductive structures (stamens, pistils, anthers) within flower blooms across diverse flower types and colors."
1492,Product bottle label text and branding,0.85,False,1.0,1.0,,"The feature consistently highlights the colorful product labels and text branding on supplement/vitamin bottles, particularly the cursive and decorative typography on packaging."
1521,ship masts and rigging,0.92,False,1.0,1.0,,"All highlighted regions consistently mark vertical masts, yards, and rope rigging systems on sailing vessels."
1198,bottle label or neck foil,0.85,False,1.0,1.0,,The feature consistently highlights the label area and metallic foil wrapping around bottle necks across various wine and spirits bottles.
1512,animal faces and heads,0.92,False,1.0,1.0,,"The feature consistently fires on facial regions of animals, primarily cats and dogs, capturing head and face areas across diverse contexts."
1498,Flower stamen and center,0.95,False,1.0,1.0,,"All highlighted regions consistently mark the central reproductive structure (stamen/stigma) of flowers, regardless of flower type, color, or petal configuration."
1506,Small rounded leaflets or leaf clusters,0.92,False,1.0,1.0,,"The feature consistently highlights small, densely-packed rounded leaves characteristic of herbaceous plants and ferns with compound or finely-divided foliage."
1530,Ship masts and rigging,0.92,False,1.0,1.0,,The feature consistently highlights the tall vertical masts and rope rigging structures that are central to sailing ship architecture across all images.
1562,Neck and chest area,0.85,False,1.0,1.0,,"The feature consistently activates on the neck, upper chest, and collarbone region across diverse images and individuals."
1526,Flower center disk with dark core,0.92,False,1.0,1.0,,"The feature consistently highlights the central disk florets of daisy-like flowers, characterized by a dark brown or black center surrounded by radiating petals."
1554,shoe heel,0.92,False,1.0,1.0,,"The feature consistently highlights the heel area across diverse shoe types, including dress shoes, sneakers, athletic boots, and casual footwear."
1582,Snow-covered mountain peaks and ridges,0.92,False,1.0,1.0,,"The feature consistently activates on high-altitude summits and sharp rocky peaks with snow coverage, capturing the distinctive jagged or pointed mountain geometry."
1634,Cooked grains and rice dishes,0.85,False,1.0,1.0,,"The highlighted regions consistently show rice, couscous, or grain-based prepared dishes with visible individual grain texture and warm tan/beige coloring."
1602,truck cabin or driver compartment,0.85,False,1.0,1.0,,The red highlights consistently mark the enclosed driver cabin/operator area at the front of various commercial trucks and heavy vehicles.
1670,Bottle neck and cap area,0.92,False,1.0,1.0,,"The feature consistently highlights the top portion of alcohol bottles, specifically the neck, cap, and label area where bottles are sealed and branded."
1671,Closed flower buds and unopened blooms,0.92,False,1.0,1.0,,"The feature consistently activates on tightly closed, pre-bloom flower structures across various plant species including artichokes, thistles, and proteas."
1694,Venus flytrap trap lobes,0.95,False,1.0,1.0,,"All images show the distinctive red-rimmed, tooth-edged trap structures of Venus flytraps (Dionaea muscipula) that snap shut to capture prey."
1643,Distant mountain ranges and peaks,0.87,False,1.0,1.0,,"The feature consistently highlights distant mountainous terrain, elevated landforms, or mountain ridges across diverse landscape types and viewing angles."
1659,Flower centers and stamens,0.85,False,1.0,1.0,,"The feature consistently highlights the dense central reproductive parts of flowers (stamens, pistils, and florets) across diverse flower types and colors."
1688,Architectural openings and entrances,0.75,False,1.0,1.0,,"The feature consistently highlights doorways, windows, arches, and portal-like openings that form the primary entry points or passage features of buildings and structures."
1742,Digital display screen,0.92,False,1.0,1.0,,"All highlighted regions correspond to rectangular digital screens or monitors displaying content, including TVs, tablets, GPS units, and handheld devices."
1732,Screen bezel or frame corner,0.85,False,1.0,1.0,,The red highlights consistently mark the top-left corner or edge region where the display bezel/frame meets the screen on various electronic devices.
1722,ornate temple tower spires,0.92,False,1.0,1.0,,"The feature consistently fires on the intricately carved, multi-tiered gopuram and temple spire structures characteristic of Hindu temple architecture."
1731,Round fruit with glossy highlight,0.92,False,1.0,1.0,,"The feature consistently fires on the bright, reflective spot on the surface of spherical fruits, capturing the characteristic shine of fresh produce."
1662,Fuzzy central disk florets,0.92,False,1.0,1.0,,"The feature consistently highlights the dense, bristly central disk of pincushion flowers (Scabiosa), where numerous small florets create a characteristic fuzzy or spiky texture."
1747,plant stem or stalk texture,0.85,False,1.0,1.0,,"The feature consistently highlights linear, segmented plant stems and stalks with visible texture details, including succulent stems, grass shoots, and woody plant structures."
1762,flower centers with stamens,0.92,False,1.0,1.0,,"The red highlights consistently mark the central disk or stamen area of flowers, particularly visible in purple/blue flowering plants."
1709,Colorful plant stems and petioles,0.85,False,1.0,1.0,,"The feature consistently activates on brightly colored (red, orange, yellow, magenta) elongated plant structures including stems, petioles, and leaf stalks that contrast with surrounding green foliage."
1736,cup rim and beverage surface,0.92,False,1.0,1.0,,The feature consistently highlights the top opening and liquid surface of coffee/beverage cups across diverse drink types and cup designs.
1755,flower petal veins and striations,0.92,False,1.0,1.0,,"The red highlights consistently mark the radial vein patterns and linear striations visible on flower petals, particularly the distinct lines running from the center outward."
1804,spherical cereal pieces,0.92,False,1.0,1.0,,"The feature consistently highlights individual round or spherical food items, primarily breakfast cereals and similar puffed/spherical grain products across various backgrounds and contexts."
1815,Green bean pods,0.95,False,1.0,1.0,,The feature consistently highlights individual or small groups of elongated green bean pods across various images and presentation contexts.
1796,dry grains and seeds texture,0.92,False,1.0,1.0,,"All highlighted regions consistently show small, elongated individual grain or seed particles with visible texture detail characteristic of dried legumes, cereals, or seeds."
1831,Shirt chest pocket,0.95,False,1.0,1.0,,All highlighted regions consistently mark small rectangular pockets located on the chest area of various button-up shirts and jackets.
1814,Animal nose and mouth region,0.92,False,1.0,1.0,,"The feature consistently highlights the nasal and oral areas of animals (dogs, cats, tiger), focusing on muzzles, noses, and mouths regardless of species or expression."
1826,tennis net,0.92,False,1.0,1.0,,"The red highlights consistently mark tennis nets across various court settings, indoor/outdoor environments, and angles."
1799,fine wispy grass or feathery foliage texture,0.85,False,1.0,1.0,,"The feature consistently highlights delicate, thread-like vegetation with fine linear structures, including ornamental grasses, feathery plants, and wispy foliage across diverse plant species and settings."
1865,Grid or lattice cells,0.95,False,1.0,1.0,,The feature consistently fires on regular rectangular grid patterns and lattice structures formed by intersecting lines creating uniform cells.
1858,Distant mountain peaks and ridges,0.85,False,1.0,1.0,,"The feature consistently highlights far-away mountainous terrain characterized by sharp, elevated landforms visible on the horizon or middle distance of alpine landscapes."
1776,Small round insects on leaves,0.85,False,1.0,1.0,,"The feature consistently highlights small, compact arthropods (beetles, ladybugs, ants) positioned on green leaf surfaces."
1854,bottle label or packaging,0.85,False,1.0,1.0,,"The feature consistently fires on the label regions of beverages (alcohol bottles, energy drinks, condiments) where product branding and text information are displayed."
1872,leaf or leafy plant texture,0.85,False,1.0,1.0,,"The feature consistently highlights the bumpy, textured surface of leaves and leafy vegetables like lettuce, kale, and herbs, focusing on their characteristic surface patterns."
1849,car exhaust pipes,0.95,False,1.0,1.0,,The feature consistently activates on the round or oval exhaust pipe openings/mufflers visible on the rear of vehicles across all tiles.
