feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
225,White flowers with yellow centers,0.95,False,1.0,1.0,,"All images show white or cream-colored flowers with prominent yellow or gold central disk florets, characteristic of Cistus or similar white-flowered species."
223,Beets with purple stems,0.95,False,1.0,1.0,,"All images feature beets (beetroot) characterized by their round root bulbs in shades of purple, red, and magenta, with distinctive purple or red leafy stems attached."
214,Transmission towers and communication masts,0.98,False,1.0,1.0,,"All images show tall lattice steel towers used for electrical transmission lines or telecommunications, photographed from below against various sky conditions."
232,Purple pink flowering plants,0.95,False,1.0,1.0,,"All images consistently show purple to magenta colored flowers in bloom, primarily featuring various flowering plant species with similar color palettes."
256,Cacti with prominent spines,0.95,False,1.0,1.0,,All images show various cactus species characterized by their distinctive radial spine patterns and succulent green bodies.
194,Cooked food with brown/golden surface texture,0.55,True,1.0,1.0,,"Images show diverse cooked foods (bread, meat, baked goods, fish, vegetables) unified primarily by warm brown/golden coloring and textured surfaces, but lacks a single coherent object or concept."
233,steep forested mountain valleys and canyons,0.87,False,1.0,1.0,,"The images consistently show dense forest vegetation covering steep valley walls, cliff faces, and canyon formations, often with rivers or water features visible in the terrain."
217,Purple flowering spike plants,0.95,False,1.0,1.0,,"All images show dense, vertical inflorescences with purple/pink flowers characteristic of plants like liatris, lythrum, or similar spike flowers in natural grassland settings."
89,Lavender flowers with purple spikes,0.95,False,1.0,1.0,,All images show lavender or closely related purple flowering plants with characteristic dense spike inflorescences and tubular flowers arranged vertically.
258,bubble gum being blown into bubbles,0.95,False,1.0,1.0,,"All images show people blowing or holding inflated chewing gum bubbles near their faces, with the translucent spherical bubble being the central focus."
262,Women's underwear and panties,0.98,False,1.0,1.0,,"All 16 images consistently show various styles of female underwear/panties including thongs, briefs, and bikini styles in different colors and patterns."
277,Blue and purple flowers with five petals,0.95,False,1.0,1.0,,"All images show small clustered flowers in blue, purple, or white tones with characteristic five-petaled structure, likely Plumbago or similar flowering plants."
288,Yellow daisy-like flowers with thin petals,0.95,False,1.0,1.0,,"All images show yellow or white flowers with thin, spiky ray petals and yellow disc centers, characteristic of ice plants or mesembryanthemums."
285,Pink/magenta daisy-like flowers,0.95,False,1.0,1.0,,"All images show prominent pink, magenta, or purple flowers with characteristic radial petal patterns and yellow/white centers, primarily gerberas or similar daisy-family flowers."
298,Yellow dandelion flowers,0.95,False,1.0,1.0,,"All 16 images show yellow dandelion flowers with characteristic radial petal patterns, some with insects visiting them."
321,Shelled nuts and legumes,0.95,False,1.0,1.0,,"All images show nuts or legumes that are either in shells or have characteristic shell-like appearances, including pistachios, almonds, cashews, clams, and peanuts."
295,Red apples,0.98,False,1.0,1.0,,"All images show apples with predominantly red coloring, varying from dark burgundy to bright crimson, captured from different angles with varying lighting and presentation styles."
337,Purple flowers in vertical spike formation,0.95,False,1.0,1.0,,"All images show purple/blue flowers arranged in dense vertical racemes or spikes, characteristic of plants like delphiniums, lupines, or salvias."
364,Dense clustered flower blooms,0.95,False,1.0,1.0,,"All images show flowers with tightly packed, multi-petaled blooms in pink, red, and magenta tones, characterized by dense clustering of petals."
340,Small delicate flowers blooming,0.92,False,1.0,1.0,,"All images show small, delicate flowers with petals in various colors (purple, pink, blue, white) blooming on plants with green foliage."
324,Beverages in glasses,0.92,False,1.0,1.0,,All images show various drinks (alcoholic and non-alcoholic) served in drinking glasses with visible liquid of different colors.
349,Red and yellow bi-color flowers,0.98,False,1.0,1.0,,"All images show flowers with distinctive red/pink petals and yellow coloring, characteristic of Gaillardia (blanket flowers) and similar bi-colored daisy-like flowers."
313,Ancient Greek temples with columns,0.98,False,1.0,1.0,,"All images depict classical Greek temples characterized by prominent vertical columns, pediments, and distinctive Doric or Ionic architectural styles."
384,Mushrooms and fungi,0.98,False,1.0,1.0,,All 16 images show various species of mushrooms and fungi with distinctive caps and stems in natural forest/ground settings.
390,Tall spiky flower spikes,0.95,False,1.0,1.0,,"All images show dense vertical flower spikes characteristic of liatris (blazing star) or similar flowers in purple, pink, or white colors."
361,Grass seed heads and flowering stems,0.92,False,1.0,1.0,,"All images show the characteristic upright, branching seed heads or flowering structures typical of grasses and grass-like plants (Poaceae family), often displaying the distinctive radiating or umbrella-like morphology of grass inflorescences."
402,Fine-leaved green plants and herbs,0.85,False,1.0,1.0,,"Images consistently show plants with thin, delicate, feathery foliage in green tones, including grasses, ferns, and herbaceous plants with fine leaf structures."
433,Multiple screens or displays showing content,0.75,False,1.0,1.0,,"Images consistently show collections of monitors, screens, televisions, or visual displays arranged together, often in galleries, stores, or personal spaces."
452,Walkie-talkie two-way radios,0.95,False,1.0,1.0,,"All images show portable handheld two-way radio devices, primarily from brands like Motorola and Kenwood, with characteristic antenna, ribbed housings, and control interfaces."
431,Large cylindrical storage tanks,0.95,False,1.0,1.0,,"All images show industrial cylindrical vessels or tanks of various sizes, colors, and mounting configurations used for liquid or gas storage."
460,Cables and electronic connectors,0.95,False,1.0,1.0,,"All images show various types of cables, cords, and connectors used for electronic devices (USB, power cables, etc.), either coiled, tangled, or individual."
467,White or pale flowers blooming,0.92,False,1.0,1.0,,"All images prominently feature white, cream, or very pale-colored flowers in various stages of bloom with visible green foliage."
426,Aged weathered doors and windows,0.85,False,1.0,1.0,,"The feature consistently activates on deteriorated, worn architectural elements featuring doors, windows, and building facades with visible decay, rust, and patina."
440,pea pods with visible peas,0.95,False,1.0,1.0,,All images show legume pods (primarily peas) with characteristic round peas visible inside or through the pod exterior.
445,People riding bicycles and motorcycles,0.85,True,1.0,1.0,,"Images predominantly feature cyclists and motorcycle riders on roads, though the mix of both vehicle types suggests the feature captures two-wheeled vehicles more broadly rather than a single unified concept."
457,Flower stamens and spadix structures,0.85,False,1.0,1.0,,"These images consistently show the central reproductive or inflorescence structures of flowers, particularly featuring prominent stamens or spadices with characteristic pale/yellow coloring against colored petals or spathes."
412,Lace fabric and lace patterns,0.92,False,1.0,1.0,,"All images show various types of lace textiles featuring intricate openwork patterns, whether delicate floral designs, geometric mesh, or ornamental trim."
465,Concrete and stone aggregate texture,0.92,False,1.0,1.0,,"Images consistently show concrete, stone, or aggregate materials with visible granular texture, whether as blocks, tiles, vessels, or raw material samples."
471,Star anise spice,0.98,False,1.0,1.0,,"All images show star anise, a distinctive star-shaped spice with 8 pointed arms, displayed in various arrangements, lighting conditions, and close-up views."
492,Pomegranates with visible crown sepals,0.92,False,1.0,1.0,,"All images feature pomegranate fruits at various stages of ripeness, consistently showing the distinctive crown-like calyx structure at the top."
489,Blue birds,0.98,False,1.0,1.0,,"All 16 images feature birds with predominantly blue plumage, representing various blue bird species across different poses and backgrounds."
476,Echinacea flowers coneflowers,0.95,False,1.0,1.0,,All images show Echinacea (coneflower) plants with their characteristic spiky central cone and radiating petals in various color stages from orange-red to yellow and pale.
488,Bright red and orange poppy flowers,0.95,False,1.0,1.0,,"All images feature poppies with warm red, orange, or pink coloration, characterized by thin delicate petals and prominent dark centers."
498,Fishing flies and lures,0.95,False,1.0,1.0,,"All images show tied fishing flies with distinctive feather, hair, and synthetic material constructions mounted on fishing hooks."
551,Electronic control panels and interfaces,0.92,False,1.0,1.0,,"All images show vintage or professional electronic equipment with knobs, buttons, switches, displays, and patch bays used for audio, radio, or signal processing."
542,Electric guitar being played,0.95,False,1.0,1.0,,Nearly all images show musicians actively playing electric guitars in performance settings with stage lighting.
564,White or pale morning glory flowers,0.92,False,1.0,1.0,,"All images show white or very pale pink/lavender funnel-shaped flowers characteristic of morning glory plants, with visible stamens and typically heart-shaped leaves in background."
531,Yellow flowers,0.98,False,1.0,1.0,,"All 16 images prominently feature yellow flowers of various species and sizes, from close-ups to grouped arrangements in garden settings."
563,Leaf surface texture and veining,0.92,False,1.0,1.0,,"All images prominently feature close-up views of green leaves displaying visible vein patterns, serrated edges, and fine surface details characteristic of plant foliage."
568,raspberries,0.98,False,1.0,1.0,,"All 16 images show raspberries with their characteristic bumpy spherical texture and red-to-pink coloration, either as whole fruits or in clusters."
513,Pink daisy-like flowers blooming,0.95,False,1.0,1.0,,"All images show pink or magenta flowers with radial petal arrangements characteristic of daisy, aster, or similar composite flowers in various bloom stages."
559,Bottles with liquid contents,0.85,False,1.0,1.0,,"All images show glass bottles containing colored liquids, primarily spirits, syrups, and beverages with visible liquid levels and translucent glass containers."
572,Parallel cylindrical tubes or cables,0.92,False,1.0,1.0,,"Images consistently show bundled or grouped tubular objects with parallel linear arrangements, including hoses, wires, cords, and pipes with visible repetitive cylindrical patterns."
566,Spiky spherical seed pods,0.95,False,1.0,1.0,,"All images feature distinctive round or spherical plant structures covered in sharp spines or needle-like projections, characteristic of teasel, burr, and similar seed pod structures."
554,Small raptors and falcons,0.92,False,1.0,1.0,,"All images show small to medium-sized birds of prey (kestrels, merlins, and similar falcons) characterized by spotted/barred plumage, hooked beaks, and perched hunting postures."
520,Bedroom with bed as focal point,0.92,False,1.0,1.0,,All images show indoor bedroom spaces with beds prominently featured as the main furniture element.
514,Large green leaves with prominent veining,0.92,False,1.0,1.0,,"All images prominently feature broad green leaves with visible vein patterns, including varieties like linden tree leaves, bean plants, and other plants with palmate or cordate leaf morphology."
570,Ferns and feathery foliage plants,0.92,False,1.0,1.0,,"All images show fern species or fern-like plants with characteristic feathery, fine-textured fronds in various green shades and lighting conditions."
567,Blue forget-me-not flowers,0.95,False,1.0,1.0,,"All images show small clustered blue flowers characteristic of forget-me-nots (Myosotis) with their distinctive appearance of tiny petals in light blue, purple, and white tones."
515,Purple and pink flowering plants,0.85,False,1.0,1.0,,"The images predominantly feature plants with purple, magenta, or pink flowers, primarily in arid or semi-arid environments, with occasional yellow flowers in tiles 10, 12, and 16."
569,Yellow flowers blooming,0.95,False,1.0,1.0,,"Nearly all images show bright yellow flowers in various stages of bloom, with image 15 being a clear outlier showing a red bud."
555,Camera lenses,0.98,False,1.0,1.0,,"All images show various photographic lenses from different angles and manufacturers, displaying the characteristic cylindrical shape with glass elements and aperture markings."
581,Yellow clustered flowers,0.95,False,1.0,1.0,,"All images show bright yellow flowers with clustered or densely-packed petal arrangements, typical of species like buttercups, bird's-foot trefoil, or similar small yellow flowering plants."
579,Dense clusters of small round flowers,0.92,False,1.0,1.0,,"All images show tightly packed spherical or button-like flower clusters, predominantly yellow or white, characteristic of plants like mimosa, tansy, or similar inflorescence structures."
603,Hair and hairstyles,0.92,False,1.0,1.0,,"Images predominantly feature various hairstyles, hair types, and hair-related product advertisements, with some architectural photos as secondary context."
618,radial spiky leaf patterns,0.95,False,1.0,1.0,,"All images show plants with long, thin, needle-like leaves arranged in a radiating pattern from a central point, characteristic of palm-like or succulent plants."
629,Dense flowering plants clustered blooms,0.92,False,1.0,1.0,,"All images show densely packed small flowers in tight clusters, predominantly chrysanthemums and similar flowering plants with multiple blooms filling the frame."
661,Digital clock displays,0.95,False,1.0,1.0,,All images show electronic clocks or timers with digital LCD/LED screens displaying time in numerical format.
639,Columbine flowers with spurred petals,0.85,False,1.0,1.0,,"All images show columbine flowers (Aquilegia) characterized by their distinctive tubular, spurred petals arranged in a star or bell-like formation, primarily in purple, pink, and blue color varieties."
623,Cupcakes and baked goods,0.95,False,1.0,1.0,,"All images show cupcakes, muffins, or similar small individual baked treats, many with frosting and decorative toppings."
634,Duffel bags and travel luggage,0.95,False,1.0,1.0,,"All images show soft-sided cylindrical or rectangular bags with handles, designed for carrying clothing and personal items during travel."
657,Purple thistle flowers,0.95,False,1.0,1.0,,"All images show purple/pink thistle flowers with characteristic spiky, spherical blooms and prickly stems in natural outdoor settings."
608,Snowdrop flowers,0.95,False,1.0,1.0,,"All images show white drooping bell-shaped flowers with green markings, characteristic of Galanthus (snowdrop) plants."
672,Pink ruffled petals and layered flowers,0.98,False,1.0,1.0,,"All images show close-up views of flowers with dense, layered petals in pink, red, and magenta tones, predominantly peonies and carnations."
664,Vertical flower spike inflorescence,0.92,False,1.0,1.0,,"All images show plants with dense, columnar flowering structures arranged vertically along a central stem, characteristic of spike-type inflorescences."
681,Alcoholic beverages in glasses,0.95,False,1.0,1.0,,"All images show various drinks (whiskey, scotch, rum, cola, juice) served in drinking glasses, with characteristic amber, golden, or dark liquid colors."
683,Yellow flowering plants and flowers,0.92,False,1.0,1.0,,"All images consistently show yellow-flowering plants with distinctive clustered or spike-like flower formations, primarily goldenrod and similar species."
676,Circular objects with central holes,0.85,False,1.0,1.0,,"Images predominantly feature round or disc-shaped objects with distinctive central openings or dark cores, including CDs, mushrooms, donuts, and mechanical parts."
688,Fern fronds and leaflets,0.98,False,1.0,1.0,,"All images show the distinctive feathery, symmetrical structure of fern leaves with their characteristic pinnate (feather-like) arrangement of leaflets along a central stem."
628,Pink and purple orchid flowers,0.95,False,1.0,1.0,,"All images consistently show orchid flowers with distinctive pink, magenta, or purple coloring and characteristic orchid petal structures."
692,Triangle shape or triangular object,0.95,False,1.0,1.0,,"All 16 images prominently feature triangles as the dominant visual element, whether as standalone shapes, percussion instruments, or geometric patterns."
649,Closed eyelids and eyelashes,0.95,False,1.0,1.0,,"All images prominently feature eyes with closed or nearly-closed eyelids, displaying eyeshadow, eyeliner, and eyelashes in various makeup applications."
632,Male celebrity headshots and portraits,0.85,False,1.0,1.0,,"All images show close-up portraits of men's faces, primarily professional headshots of actors/celebrities with direct or near-direct gaze toward the camera."
643,Polygonal shapes and geometric figures,0.85,False,1.0,1.0,,"All images contain distinct polygonal shapes including triangles, pentagons, hexagons, and other multi-sided geometric figures, often displayed as educational geometry diagrams or isolated shapes."
698,Small white clustered flowers,0.95,False,1.0,1.0,,"All images show delicate white flowers arranged in dense, flat-topped or clustered inflorescences typical of plants like Queen Anne's lace, yarrow, or similar umbel/corymb flowering plants."
702,Office telephone systems and desk phones,0.95,False,1.0,1.0,,"All images show various models of landline business telephones with numeric keypads, handsets, and display screens, primarily from office/enterprise communication systems."
619,Dense clustered flowering blossoms,0.95,False,1.0,1.0,,"Images consistently show tightly packed, full blooms of flowers (primarily pinks and whites) characteristic of ornamental flowering shrubs like flowering plum, cherry, or crepe myrtle."
696,Blue and purple flowers,0.92,False,1.0,1.0,,"The images predominantly feature flowering plants in blue and purple hues, including delphiniums, muscari, lupines, and other small clustered blooms."
705,Red/orange flowering plants in clusters,0.95,False,1.0,1.0,,"All images show densely clustered red to orange flowers, primarily resembling flame flowers (Asclepias), bougainvillea, or similar ornamental flowering shrubs with small petals grouped in profuse blooms."
712,woven mesh grid pattern,0.92,False,1.0,1.0,,"Images consistently show interlocking perpendicular lines or fibers forming regular grid/lattice structures, characteristic of woven, braided, or mesh materials."
694,Flame Lily flowers,0.92,False,1.0,1.0,,All images show the distinctive recurved petals of Gloriosa superba (Flame Lily) with characteristic red-orange-yellow gradient coloring in various stages of bloom and lighting.
787,Yellow flowers with central disk florets,0.95,False,1.0,1.0,,"All images feature yellow daisy-like or composite flowers with prominent central disk structures, including close-ups of flower centers and whole blooms."
725,Pink clustered flower heads,0.92,False,1.0,1.0,,"All images show pink or magenta flowers with dense, clustered petals arranged in hemispherical or rounded forms, predominantly featuring Astilbe, Pincushion flowers, and similar clustered bloom structures."
753,Coniferous trees,0.95,False,1.0,1.0,,"The images consistently show evergreen coniferous trees, primarily showing upright columnar forms like cypress, juniper, or similar conifers, with characteristic needle-like foliage and conical shapes."
796,String instrument sound holes,0.92,False,1.0,1.0,,"All images prominently feature the characteristic f-shaped or oval sound holes of string instruments, particularly violins, cellos, and similar bowed instruments."
758,Legumes and nuts in bulk,0.95,False,1.0,1.0,,"All images show densely packed dried legumes (beans, lentils, peanuts) or similar small grain foods in close-up views, with light tan to brown coloring and granular texture."
801,Spike-shaped white flower clusters,0.92,False,1.0,1.0,,"All images show plants with densely packed small white or pale flowers arranged in vertical spike or raceme inflorescences, characteristic of plants like snapdragons, liatris, or similar flowering plants."
746,Sunset or sunrise over water,0.98,False,1.0,1.0,,"All 16 images show the sun at the horizon over a body of water (ocean or sea) during golden hour, with warm orange and yellow tones characteristic of sunset or sunrise."
773,Birds with yellow underparts,0.92,False,1.0,1.0,,"All images feature small birds with distinctive yellow or orange coloring on their breast, belly, or underside regions."
821,Bottle shapes and forms,0.75,True,1.0,1.0,,"The images show various bottle silhouettes and shapes in different colors, but the unifying concept is the characteristic bottle form itself rather than any single color or product type."
814,Bonsai trees,0.98,False,1.0,1.0,,"All images show miniature trees cultivated in containers with characteristic gnarled trunks and compact foliage, which is the defining aesthetic of bonsai."
862,flowering shrubs and bushes,0.85,False,1.0,1.0,,"Images predominantly show dense flowering plants and shrubs with white, yellow, or purple blooms in various garden and natural settings."
817,Fern fronds and foliage,0.95,False,1.0,1.0,,"All images prominently feature ferns with their characteristic feathery, pinnate leaf structures in various lighting and environmental contexts."
860,Drum heads and circular membranes,0.95,False,1.0,1.0,,"Images consistently show tambourines, drums, and other percussion instruments featuring prominent circular stretched membrane surfaces in various states and lighting conditions."
883,Gerbera daisy flowers,0.95,False,1.0,1.0,,"Nearly all images show the characteristic radial petal structure and yellow central disc of Gerbera daisies in shades of pink, magenta, and purple, with one pale yellow variant."
855,Glacial ice and icebergs,0.95,False,1.0,1.0,,"All images prominently feature glacial ice, icebergs, and ice sheets in various polar and glacial environments, with characteristic blue-white coloring and fragmented ice formations."
897,Ice skating athletes in motion,0.95,False,1.0,1.0,,"All images show people speed skating or figure skating on ice rinks, captured mid-stride or mid-performance in competitive or training settings."
890,Palm frond leaves with radiating lines,0.95,False,1.0,1.0,,All images show close-up views of palm or fan-like leaves with characteristic parallel linear striations radiating from a central point or axis.
865,Marmite jar product packaging,0.98,False,1.0,1.0,,"All 16 images show Marmite branded jars or containers, featuring the distinctive yellow lid, circular label design, and product branding characteristic of this yeast extract condiment."
905,tree bark texture,0.95,False,1.0,1.0,,"All images show close-up views of tree bark with various textures, colors, and patterns characteristic of different tree species."
843,Ornamental grass seed heads and panicles,0.92,False,1.0,1.0,,"All images feature close-up views of decorative grasses with distinctive feathery, hairy, or bristled seed structures in various colors from pink to brown to white."
866,Palm fronds and fan-like leaves,0.95,False,1.0,1.0,,"All images feature plants with characteristic radiating, feather-like or fan-shaped leaf structures typical of palms and similar vegetation."
870,Coastal cliffs overlooking ocean,0.92,False,1.0,1.0,,"All images feature elevated rocky or grassy terrain meeting the sea, with emphasis on dramatic cliffsides adjacent to water bodies."
903,White or pale double flowers,0.92,False,1.0,1.0,,"All images show flowers with multiple layers of petals in white, cream, or pale pink tones, characteristic of double or semi-double flower varieties."
921,Small white flowers in dense clusters,0.92,False,1.0,1.0,,"Nearly all images show densely clustered small white or light-colored flowers, typically in garden or wild settings, with consistent botanical feature across the montage."
923,Flowering plant inflorescence spike,0.95,False,1.0,1.0,,"All images show dense vertical flower clusters or spikes with tubular or irregular petals arranged along a central stem, characteristic of various ornamental flowering plants."
932,Small clustered tubular flowers,0.85,False,1.0,1.0,,"Most images show flowers with tubular or funnel-shaped petals arranged in clusters, characteristic of plants like salvias, penstemons, and similar species."
920,Orange juice and citrus fruits,0.95,False,1.0,1.0,,"The montage consistently shows orange juice in glasses alongside fresh oranges and citrus fruits, with the juice's characteristic golden-yellow color being the dominant visual element."
942,Bedding and bed linens,0.95,False,1.0,1.0,,"All images show various types of bed coverings including sheets, blankets, comforters, and duvet covers with diverse patterns and colors."
927,Flowering trees and shrubs in bloom,0.95,False,1.0,1.0,,"All images consistently show dense clusters of colorful flowers (pink, purple, yellow, red) on trees or large shrubs during peak bloom season."
969,Crispy fried tortilla chips,0.95,False,1.0,1.0,,"All images show triangular or irregularly shaped fried corn tortilla chips with characteristic golden-yellow color, crispy texture, and curved folded appearance."
955,Striped tropical plant leaves,0.92,False,1.0,1.0,,"The feature detects large leaves with prominent linear striations and veining patterns, predominantly from tropical plants like bananas or similar species, often with contrasting purple/red and green coloring."
992,Bean pods and legume vines,0.92,False,1.0,1.0,,"Images consistently show green bean pods, pea pods, and climbing legume plant vines with characteristic elongated pod structures."
979,Pianos and keyboard instruments,0.98,False,1.0,1.0,,"All 16 images show various types of pianos (upright, grand, and electronic organs) with visible keyboards and wooden construction."
989,Camera and optical imaging devices,0.95,False,1.0,1.0,,"All images show various types of cameras including webcams, security cameras, surveillance cameras, and specialized imaging devices with prominent lens components."
939,Colorful fruit juices and smoothies,0.92,False,1.0,1.0,,"All images show beverages in glasses with vibrant red, orange, pink, and yellow hues typical of freshly made fruit juices and blended smoothies."
941,Vintage pulp magazine covers,0.92,False,1.0,1.0,,All images are colorful cover art from early-to-mid 20th century pulp fiction magazines featuring dramatic illustrated scenes with bold typography and sensational themes.
943,Yellow dandelion flowers,0.95,False,1.0,1.0,,"All images show yellow flowers with the characteristic radial petal structure of dandelions, varying in bloom stage and viewing angle."
1015,Water weirs and flowing water,0.92,False,1.0,1.0,,"Images consistently show water flowing over weirs, dams, or barriers in rivers, characterized by distinctive wave patterns and white water features."
1008,Candy canes,0.95,False,1.0,1.0,,All images feature candy canes or candy cane-patterned objects with characteristic red and white striped curved stick forms.
1024,Yellow daisy flowers,0.98,False,1.0,1.0,,"All 16 images prominently feature yellow daisy-like flowers with characteristic yellow petals and central discs, varying only in composition, abundance, and environmental context."
990,Wine or fruit press barrel,0.85,False,1.0,1.0,,"All images show cylindrical wooden barrel-shaped structures with metal bands, representing traditional wine or cider presses with vertical screw mechanisms."
1055,Spiky spherical flower seedheads,0.95,False,1.0,1.0,,"All images feature distinctive round, spiky or bristly seed heads characteristic of thistle, teasel, and similar plants, often with purple or green coloring."
1094,Lavender flowers in bloom,0.95,False,1.0,1.0,,All images show lavender plants with characteristic purple-pink flowering spikes and narrow green foliage in various growth stages and lighting conditions.
1070,Horses standing in profile,0.95,False,1.0,1.0,,"All 16 images show horses photographed from the side in standing positions, commonly used for breed or conformation documentation."
1106,Plumeria flowers with yellow centers,0.92,False,1.0,1.0,,All images consistently show plumeria (frangipani) flowers characterized by white or pale petals with distinctive yellow/golden centers arranged in clusters.
1031,Rosette-forming plants with radiating leaves,0.95,False,1.0,1.0,,"All images show plants with leaves arranged in radial rosette patterns, primarily cycads and similar succulent plants viewed from above."
1114,Sky and clouds,0.95,False,1.0,1.0,,"All 16 images are dominated by sky views with varying cloud formations, atmospheric conditions, and lighting."
